init_id,list_of_passengers,route,num_in_party,BookingAgency,BookingDay,Unnamed: 0,IATA_O,IATA_D,HH_ISO_D,region_D,HH_ISO_O,region_O,LegHH_ISO,LegRegion,Origin,Destination,fixRoute,Leg_fixRoute,stay_day,airport_itinerary_out,full_routes,outboundDate,returnDate,outboundFlights,airport_itinerary_ret,return_routes,returnFlights
LHR-BOD-leisure-ID0,['MLI_5_1'],LHR-BOD,1,BookingAgency1,28,1308.0,LHR,BOD,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,LHR,BOD,LHR->FRA->BOD,2,,"['LHR', 'FRA', 'BOD']","['LHR-FRA', 'FRA-BOD']",2019-03-29 00:00:00+00:00,,"[732983, None]","['BOD', 'FRA', 'LHR']","['BOD-FRA', 'FRA-LHR']","[None, None]"
DXB-GVA-leisure-ID0,['NAM_1_1'],DXB-GVA,1,BookingAgency3,25,5748.0,DXB,GVA,CHE,Europe,ARE,Asia,ARE-CHE,Asia-Europe,DXB,GVA,DXB->GVA,1,4.0,"['DXB', 'GVA']",['DXB-GVA'],2019-05-13 00:00:00+00:00,2019-05-17 00:00:00+00:00,[160120],"['GVA', 'DXB']",['GVA-DXB'],[212770]
CDG-WAW-leisure-ID0,"['NAM_2_1', 'NAM_2_2']",CDG-WAW,2,BookingAgency1,18,1113.0,CDG,WAW,POL,Europe,FRA,Europe,FRA-POL,Europe-Europe,CDG,WAW,CDG->WAW,1,8.0,"['CDG', 'WAW']",['CDG-WAW'],2019-03-06 00:00:00+00:00,2019-03-14 00:00:00+00:00,[472963],"['WAW', 'CDG']",['WAW-CDG'],[564847]
DXB-WMI-leisure-ID0,"['NAM_3_1', 'NAM_3_2', 'NAM_3_3']",DXB-WMI,3,BookingAgency1,27,5783.0,DXB,WMI,POL,Europe,ARE,Asia,ARE-POL,Asia-Europe,DXB,WMI,DXB->ATH->WMI,2,17.0,"['DXB', 'ATH', 'WMI']","['DXB-ATH', 'ATH-WMI']",2019-03-08 00:00:00+00:00,2019-03-25 00:00:00+00:00,"[496710, None]","['WMI', 'ATH', 'DXB']","['WMI-ATH', 'ATH-DXB']","[683946, None]"
LHR-LIS-leisure-ID0,['NAM_4_1'],LHR-LIS,1,BookingAgency3,28,1246.0,LHR,LIS,PRT,Europe,GBR,Europe,GBR-PRT,Europe-Europe,LHR,LIS,LHR->LIS,1,,"['LHR', 'LIS']",['LHR-LIS'],2019-05-27 00:00:00+00:00,,[350287],"['LIS', 'LHR']",['LIS-LHR'],[None]
DXB-LIS-leisure-ID0,"['NAM_5_1', 'NAM_5_2', 'NAM_5_3']",DXB-LIS,3,BookingAgency1,29,5730.0,DXB,LIS,PRT,Europe,ARE,Asia,ARE-PRT,Asia-Europe,DXB,LIS,DXB->LIS,1,21.0,"['DXB', 'LIS']",['DXB-LIS'],2019-04-07 00:00:00+00:00,2019-04-28 00:00:00+00:00,[None],"['LIS', 'DXB']",['LIS-DXB'],[1096852]
DXB-CDG-leisure-ID2,"['SLE_0_1', 'SLE_0_2']",DXB-CDG,2,BookingAgency3,13,5724.0,DXB,CDG,FRA,Europe,ARE,Asia,ARE-FRA,Asia-Europe,DXB,CDG,DXB->CDG,1,9.0,"['DXB', 'CDG']",['DXB-CDG'],2019-05-20 00:00:00+00:00,2019-05-29 00:00:00+00:00,[245815],"['CDG', 'DXB']",['CDG-DXB'],[372125]
LHR-CDG-leisure-ID0,"['SLE_1_1', 'SLE_1_2']",LHR-CDG,2,BookingAgency3,22,1222.0,LHR,CDG,FRA,Europe,GBR,Europe,GBR-FRA,Europe-Europe,LHR,CDG,LHR->CDG,1,,"['LHR', 'CDG']",['LHR-CDG'],2019-03-26 00:00:00+00:00,,[696665],"['CDG', 'LHR']",['CDG-LHR'],[None]
CDG-VIE-leisure-ID1,['SLE_3_1'],CDG-VIE,1,Airlines,19,1062.0,CDG,VIE,AUT,Europe,FRA,Europe,FRA-AUT,Europe-Europe,CDG,VIE,CDG->VIE,1,4.0,"['CDG', 'VIE']",['CDG-VIE'],2019-05-12 00:00:00+00:00,2019-05-16 00:00:00+00:00,[143190],"['VIE', 'CDG']",['VIE-CDG'],[203051]
CDG-LIS-leisure-ID0,"['SLE_4_1', 'SLE_4_2']",CDG-LIS,2,BookingAgency1,24,1079.0,CDG,LIS,PRT,Europe,FRA,Europe,FRA-PRT,Europe-Europe,CDG,LIS,CDG->LIS,1,4.0,"['CDG', 'LIS']",['CDG-LIS'],2019-05-03 00:00:00+00:00,2019-05-07 00:00:00+00:00,[32757],"['LIS', 'CDG']",['LIS-CDG'],[None]
DXB-MUC-leisure-ID1,"['TZA_1_1', 'TZA_1_2']",DXB-MUC,2,Airlines,29,5732.0,DXB,MUC,DEU,Europe,ARE,Asia,ARE-DEU,Asia-Europe,DXB,MUC,DXB->MUC,1,,"['DXB', 'MUC']",['DXB-MUC'],2019-05-13 00:00:00+00:00,,[156007],"['MUC', 'DXB']",['MUC-DXB'],[None]
LHR-LIS-leisure-ID1,"['TZA_2_1', 'TZA_2_2', 'TZA_2_3', 'TZA_2_4']",LHR-LIS,4,BookingAgency3,11,1246.0,LHR,LIS,PRT,Europe,GBR,Europe,GBR-PRT,Europe-Europe,LHR,LIS,LHR->LIS,1,1.0,"['LHR', 'LIS']",['LHR-LIS'],2019-03-09 00:00:00+00:00,2019-03-10 00:00:00+00:00,[514686],"['LIS', 'LHR']",['LIS-LHR'],[520083]
DXB-FRA-leisure-ID1,['TZA_5_1'],DXB-FRA,1,BookingAgency1,12,5723.0,DXB,FRA,DEU,Europe,ARE,Asia,ARE-DEU,Asia-Europe,DXB,FRA,DXB->FRA,1,12.0,"['DXB', 'FRA']",['DXB-FRA'],2019-03-15 00:00:00+00:00,2019-03-27 00:00:00+00:00,[572006],"['FRA', 'DXB']",['FRA-DXB'],[702062]
DXB-LTN-leisure-ID0,['UKR_0_1'],DXB-LTN,1,BookingAgency3,29,5742.0,DXB,LTN,GBR,Europe,ARE,Asia,ARE-GBR,Asia-Europe,DXB,LTN,DXB->FCO->LTN,2,9.0,"['DXB', 'FCO', 'LTN']","['DXB-FCO', 'FCO-LTN']",2019-03-18 00:00:00+00:00,2019-03-27 00:00:00+00:00,"[605527, None]","['LTN', 'FCO', 'DXB']","['LTN-FCO', 'FCO-DXB']","[703551, 709469]"
